D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_20_32_Applejack_Happy Singing___My friends along..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_20_32_Applejack_Happy Singing___My friends along..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_029_mic1.flac|p300|Of course, this is nice to hear.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_42_01_Rarity_Happy Singing___Build up steam!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_42_01_Rarity_Happy Singing___Build up steam!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_31_24_Rarity_Happy Singing___Throw your hands up higher, turn up the amplifier..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_31_24_Rarity_Happy Singing___Throw your hands up higher, turn up the amplifier..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_10_51_Sunset Shimmer_Happy Singing___Know it gets better, know it gets better. Push through the weather, weather..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_10_51_Sunset Shimmer_Happy Singing___Know it gets better, know it gets better. Push through the weather, weather..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_22_08_Applejack_Happy Singing___Ooh..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_22_08_Applejack_Happy Singing___Ooh..txt
D:\MEGASyncDownloads\Master file 2\Songs\03_12_26_Sunset Shimmer_Sad Singing__I gotta get it movin' But I'd rather stay here instead..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\03_12_26_Sunset Shimmer_Sad Singing__I gotta get it movin' But I'd rather stay here instead.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_19_51_Rarity_Happy Singing___It's all, all, all, all good..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_19_51_Rarity_Happy Singing___It's all, all, all, all good..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_148_mic1.flac|p300|I was in the train station overnight.
D:\MEGASyncDownloads\Master file 2\Songs\01_54_20_Rarity_Sad Singing_Noisy_But now it feels just like some, #factory#..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\01_54_20_Rarity_Sad Singing_Noisy_But now it feels just like some, #factory#.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_37_06_Sunset Shimmer_Happy Singing_Noisy__Ay ay sipping on lemonade, shining bright but we're throwing no shade, exclusively we're..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_37_06_Sunset Shimmer_Happy Singing_Noisy__Ay ay sipping on lemonade, shining bright but we're throwing no shade, exclusively we're..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_128_mic1.flac|p234|The end result is the same.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_336_mic1.flac|p300|Six of the asylum seekers left the offices, it was reported.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\True Original\00_10_02_Pinkie_Happy Singing___True..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\True Original\00_10_02_Pinkie_Happy Singing___True..txt
D:\MEGASyncDownloads\Master file 2\Songs\02_27_50_Rarity_Happy Singing_Noisy_Not one mistake, Don't let that break, Oh goodness sake..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\02_27_50_Rarity_Happy Singing_Noisy_Not one mistake, Don't let that break, Oh goodness sake.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_007_mic1.flac|p225|The rainbow is a division of white light into many beautiful colors.
D:\MEGASyncDownloads\Master file 2\Songs\01_17_26_Pinkie_Sad Singing_Noisy_I made them laugh, had such a blast..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\01_17_26_Pinkie_Sad Singing_Noisy_I made them laugh, had such a blast.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_322_mic1.flac|p300|Technically, it was a very good performance by Scotland.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_38_30_Rarity_Happy Singing___We can do anything!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_38_30_Rarity_Happy Singing___We can do anything!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_00_56_Flash Sentry_Happy Singing___To watch you soar so hard..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_00_56_Flash Sentry_Happy Singing___To watch you soar so hard..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_065_mic1.flac|p299|He takes time out for everyone.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_34_Pinkie_Rap Singing___One shot_.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_34_Pinkie_Rap Singing___One shot_.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_04_35_Flash Sentry_Happy Singing___You don't have to ask, I'd do anything, so into you..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_04_35_Flash Sentry_Happy Singing___You don't have to ask, I'd do anything, so into you..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_21_37_Pinkie_Rap Singing___A number one team!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_21_37_Pinkie_Rap Singing___A number one team!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_031_mic1.flac|p226|This is the window.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_175_mic1.flac|p234|They have not been named.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_01_46_Flash Sentry_Happy Singing___I live to cheer you on!.flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_01_46_Flash Sentry_Happy Singing___I live to cheer you on!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_44_49_Rarity_Rap Singing___On the road!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_44_49_Rarity_Rap Singing___On the road!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_217_mic1.flac|p299|He made so many bad decisions.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_24_25_Pinkie_Happy Singing___Make 'em shine bright!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_24_25_Pinkie_Happy Singing___Make 'em shine bright!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_204_mic1.flac|p299|I never made any offer to Mark.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_056_mic1.flac|p300|It comes on like a tidal wave.
D:\MEGASyncDownloads\Master file 2\Songs\04_04_14_Sunset Shimmer_Rap Singing__Now she's got a burn and a serious frown..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\04_04_14_Sunset Shimmer_Rap Singing__Now she's got a burn and a serious frown.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_120_mic1.flac|p234|For these people, the ruling is very welcome.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_04_47_Sunset Shimmer_Happy Singing___I'm walking right beside you..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_04_47_Sunset Shimmer_Happy Singing___I'm walking right beside you..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_070_mic1.flac|p234|This time, it might be for real.
D:\MEGASyncDownloads\Master file 2\Songs\00_01_40_Pinkie_Happy Singing__Cause it's the most galarrific superly terrific gala ever In the whole #galaxy#..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\00_01_40_Pinkie_Happy Singing__Cause it's the most galarrific superly terrific gala ever In the whole #galaxy#.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_37_17_Rarity_Happy Singing___That's okay!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_37_17_Rarity_Happy Singing___That's okay!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_374_mic1.flac|p299|I didn't do too badly myself.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_25_09_Rarity_Happy Singing_Noisy__Ey ey, sippin' on lemonade..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_25_09_Rarity_Happy Singing_Noisy__Ey ey, sippin' on lemonade..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_05_35_Sunset Shimmer_Happy Singing___There's beauty in the breakdown..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_05_35_Sunset Shimmer_Happy Singing___There's beauty in the breakdown..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_57_Pinkie_Happy Singing___Oh!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_57_Pinkie_Happy Singing___Oh!.txt
D:\MEGASyncDownloads\Master file 2\Songs\00_20_42_Rainbow_Happy Singing__Do you have something in a yellow striped bat_.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\00_20_42_Rainbow_Happy Singing__Do you have something in a yellow striped bat_.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_02_57_Sunset Shimmer_Happy Singing___In those grey clouds..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_02_57_Sunset Shimmer_Happy Singing___In those grey clouds..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_03_38_Sunset Shimmer_Happy Singing___Sometimes. And again..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Let It Rain\00_03_38_Sunset Shimmer_Happy Singing___Sometimes. And again..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_214_mic1.flac|p300|David Murray, the Rangers chairman, also welcomed the scheme.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_395_mic1.flac|p300|Victory, she insisted yesterday, was far more important than the rewards.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_179_mic1.flac|p225|They know no other way.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_361_mic1.flac|p234|We never played at all.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\True Original\00_08_48_Pinkie_Happy Singing___It's not about perfection, set off in your own direction..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\True Original\00_08_48_Pinkie_Happy Singing___It's not about perfection, set off in your own direction..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_35_25_Sunset Shimmer_Happy Singing___Turn up the amplifier..flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_35_25_Sunset Shimmer_Happy Singing___Turn up the amplifier..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Friendship Through The Ages\00_00_51_Rainbow_Happy Singing___Been around for a long time..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Friendship Through The Ages\00_00_51_Rainbow_Happy Singing___Been around for a long time..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_43_01_Rarity_Happy Singing___Shinin' like gold..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_43_01_Rarity_Happy Singing___Shinin' like gold..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_11_26_Applejack_Happy Singing___Call me crazy, misunderstood..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_11_26_Applejack_Happy Singing___Call me crazy, misunderstood..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_08_36_Applejack_Rap Singing___Sweat!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_08_36_Applejack_Rap Singing___Sweat!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_18_58_Pinkie_Happy Singing___Bright as the sun!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_18_58_Pinkie_Happy Singing___Bright as the sun!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_344_mic1.flac|p226|He also insisted that no concessions had been made to the French.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_15_31_Rainbow_Happy Singing___Cause it's all, all, all, all good!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_15_31_Rainbow_Happy Singing___Cause it's all, all, all, all good!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_42_Pinkie_Happy Singing___That's okay!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_42_Pinkie_Happy Singing___That's okay!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_243_mic1.flac|p234|Was everything done to save people?
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_03_35_Applejack_Happy Singing_Noisy__Sippin' on lemonade!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\I'm On A Yacht\00_03_35_Applejack_Happy Singing_Noisy__Sippin' on lemonade!.txt
D:\MEGASyncDownloads\Master file 2\Songs\00_09_09_Rainbow_Neutral__The shape's fine just make the whole thing, you know, cooler..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\00_09_09_Rainbow_Neutral__The shape's fine just make the whole thing, you know, cooler.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_190_mic1.flac|p226|Suddenly, the rugby world had changed.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_25_57_Rainbow_Happy Singing___Let's get the show!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_25_57_Rainbow_Happy Singing___Let's get the show!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_38_56_Rarity_Happy Singing___Show on the road!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_38_56_Rarity_Happy Singing___Show on the road!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_05_12_Flash Sentry_Happy Singing___Girls, girls, girls, girls, girls..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_05_12_Flash Sentry_Happy Singing___Girls, girls, girls, girls, girls..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_14_40_Flash Sentry_Happy Singing___All for Equestria Girls!.flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_14_40_Flash Sentry_Happy Singing___All for Equestria Girls!.txt
D:\MEGASyncDownloads\Master file 2\Songs\02_56_18_Rainbow_Happy Singing__For rain clouds will clear, The way for the..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\02_56_18_Rainbow_Happy Singing__For rain clouds will clear, The way for the.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_23_Pinkie_Happy Singing___Gold!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_20_23_Pinkie_Happy Singing___Gold!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_26_26_Rainbow_Happy Singing___Shining like gold!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_26_26_Rainbow_Happy Singing___Shining like gold!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_206_mic1.flac|p299|The budget was too low for that.
D:\MEGASyncDownloads\Master file 2\Songs\00_42_25_Applejack_Happy Singing__Finish the frame recycling wood, Workin' hard you're doin' good..flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\00_42_25_Applejack_Happy Singing__Finish the frame recycling wood, Workin' hard you're doin' good.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_00_12_Flash Sentry_Happy Singing___So into you..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_00_12_Flash Sentry_Happy Singing___So into you..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_220_mic1.flac|p234|This conference was never confirmed.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_20_10_Rainbow_Happy Singing___Gonna break free, yeah, I'm running..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_20_10_Rainbow_Happy Singing___Gonna break free, yeah, I'm running..txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_16_41_Rainbow_Happy Singing___Watch me, I'm on fire, fire!.flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_16_41_Rainbow_Happy Singing___Watch me, I'm on fire, fire!.txt
D:\MEGASyncDownloads\Master file 2\Songs\03_04_36_Rainbow_Happy Singing__My confidence comes off as cocky, But it gives me the courage to fail..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\03_04_36_Rainbow_Happy Singing__My confidence comes off as cocky, But it gives me the courage to fail.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_01_14_Applejack_Happy Singing___But you won't hear me complain, cause I....flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_01_14_Applejack_Happy Singing___But you won't hear me complain, cause I....txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_22_43_Rainbow_Happy Singing___Watch me, yeah, yeah, I'm running..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Run And Break Free\00_22_43_Rainbow_Happy Singing___Watch me, yeah, yeah, I'm running..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_090_mic1.flac|p299|For one veteran, the memories remain vivid.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_118_mic1.flac|p300|Few other services in Scotland are affected, the spokesman said.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_006_mic1.flac|p226|When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_39_13_Rarity_Happy Singing___Make 'em shine bright!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_39_13_Rarity_Happy Singing___Make 'em shine bright!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_48_35_Sunset Shimmer_Rap Singing___Show on the road!.flac|Sunset Shimmer|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_48_35_Sunset Shimmer_Rap Singing___Show on the road!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_07_07_Applejack_Rap Singing___Invite my friends, clean the barn!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_07_07_Applejack_Rap Singing___Invite my friends, clean the barn!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_266_mic1.flac|p225|No other vehicle was involved in the crash.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_034_mic1.flac|p299|This is a totally different order of agreement.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_53_Pinkie_Happy Singing___Build up steam!.flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_22_53_Pinkie_Happy Singing___Build up steam!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_37_54_Rarity_Rap Singing___Show on the road!.flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_37_54_Rarity_Rap Singing___Show on the road!.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_064_mic1.flac|p299|How could anyone take issue with that?
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_146_mic1.flac|p226|It is not satisfied with the standard of fire safety provisions.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_221_mic1.flac|p234|However, Murray Johnstone is not on the menu.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_23_26_Applejack_Happy Singing___Time!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Five To Nine\00_23_26_Applejack_Happy Singing___Time!.txt
D:\MEGASyncDownloads\Master file 2\Songs\00_20_54_Rainbow_Happy Singing_Noisy_A prize, That's it, There's really just one way, To find out which animal's best..flac|Rainbow|D:\MEGASyncDownloads\Master file 2\Songs\00_20_54_Rainbow_Happy Singing_Noisy_A prize, That's it, There's really just one way, To find out which animal's best.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p300\p300_035_mic1.flac|p300|Someone came down and said, Can you read a script?
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_025_mic1.flac|p234|We are a service industry.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_271_mic1.flac|p299|We do things in an appropriate way.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_22_05_Rarity_Happy Singing___I feel abso-absolutely amazing..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\All Good\00_22_05_Rarity_Happy Singing___I feel abso-absolutely amazing..txt
D:\MEGASyncDownloads\Master file 2\Songs\00_12_54_Pinkie_Tired Singing_Noisy_Birthdays mean having fun with friends Not getting lots of stuff..flac|Pinkie|D:\MEGASyncDownloads\Master file 2\Songs\00_12_54_Pinkie_Tired Singing_Noisy_Birthdays mean having fun with friends Not getting lots of stuff.txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_256_mic1.flac|p299|We don't have the credible evidence.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p226\p226_183_mic1.flac|p226|I have no sympathy with her at all.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_08_34_Applejack_Rap Singing___Work!.flac|Applejack|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Get The Show On The Road\00_08_34_Applejack_Rap Singing___Work!.txt
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_15_12_Flash Sentry_Happy Singing___Someone you can count on..flac|Flash Sentry|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Studio Recordings\Cheer You On\00_15_12_Flash Sentry_Happy Singing___Someone you can count on..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p225\p225_337_mic1.flac|p225|But they have the sound.
D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_00_39_Rarity_Happy Singing___No need to wait another day to be part of our smart soiree..flac|Rarity|D:\MEGASyncDownloads\Master file 2\Songs\Extra\TrueExport\Broadcast Stems\Fit Right In\00_00_39_Rarity_Happy Singing___No need to wait another day to be part of our smart soiree..txt
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p234\p234_254_mic1.flac|p234|From there, they can go anywhere.
D:\DataAugmentation\VCTK-Corpus-0.92\wav48_silence_trimmed\p299\p299_164_mic1.flac|p299|This is a huge confidence boost.
